id,week,product,loan_amount,loan_duration,unpaid_debt,credit_score,accept,due,overdue,returned_amount
7742,71,0,800,85,0,49.56,0,,,
7743,71,0,900,32,0,51.43,1,1,0,940.30
7744,71,0,1500,90,3000,28.31,0,,,
7745,71,0,900,70,0,39.59,0,,,
7746,71,0,1500,71,0,56.85,1,1,0,1653.11
7747,71,0,300,27,3000,40.98,0,,,
7748,71,0,1300,90,2000,35.71,0,,,
7749,71,0,1300,90,0,76.57,1,1,0,1470.45
7750,71,0,800,82,0,60.62,1,1,0,895.04
7751,71,0,1500,82,5000,33.33,0,,,
7752,71,0,400,90,0,37.31,0,,,
7753,71,0,1300,90,0,48.37,0,,,
7754,71,0,1100,73,0,50.02,1,1,0,1215.60
7755,71,0,500,73,0,42.36,0,,,
7756,71,0,1000,90,0,57.59,1,1,0,1131.11
7757,71,0,900,28,0,62.44,1,1,0,935.17
7758,71,0,1400,35,3000,37.11,0,,,
7759,71,0,1500,37,0,52.47,1,1,0,1577.93
7760,71,0,900,29,1500,57.2,1,1,0,936.45
7761,71,0,800,65,0,48.92,0,,,
7762,71,0,800,26,3000,29.62,0,,,
7763,71,0,900,32,1000,49.5,0,,,
7764,71,0,300,25,5000,38.03,0,,,
7765,71,0,900,82,0,86.91,1,1,0,1006.92
7766,71,0,1400,82,0,64.86,1,1,0,1566.31
7767,71,0,1500,85,0,50.3,1,1,0,1685.10
7768,71,0,1400,79,0,40.79,0,,,
7769,71,0,900,74,0,46.66,0,,,
7770,71,0,1500,83,0,52.1,1,1,0,1680.49
7771,71,0,1500,90,0,52.52,1,1,0,1696.67
7772,71,0,200,35,3000,33.68,0,,,
7773,71,0,800,67,0,48.6,0,,,
7774,71,0,200,30,0,76.24,1,1,0,208.38
7775,71,0,1300,88,3000,55.09,1,1,1,0.00
7776,71,0,900,85,2000,54.45,1,1,0,1011.06
7777,71,0,300,90,0,68.42,1,1,0,339.33
7778,71,0,1500,84,5000,38.25,0,,,
7779,71,0,1500,83,5000,33.01,0,,,
7780,71,0,1400,76,3000,21.02,0,,,
7781,71,0,1500,36,0,56.31,1,1,0,1575.77
7782,71,0,1500,83,1500,39.36,0,,,
7783,71,0,1400,30,0,44.38,0,,,
7784,71,0,1100,34,5000,35.17,0,,,
7785,71,0,800,77,0,71.21,1,1,0,888.93
7786,71,0,1400,90,0,51.63,1,1,0,1583.56
7787,71,0,300,82,0,77.95,1,1,0,335.64
7788,71,0,1200,80,2000,34.54,0,,,
7789,71,0,1400,28,0,40.98,0,,,
7790,71,0,1000,85,5000,36.21,0,,,
7791,71,0,1400,42,0,58.11,1,1,0,1482.85
7792,71,0,300,22,650,54.39,1,1,0,309.17
7793,71,0,900,12,5000,29.57,0,,,
7794,71,0,200,16,0,75.56,1,1,0,204.43
7795,71,0,300,21,0,64.46,1,1,0,308.75
7796,71,0,300,82,0,49.55,0,,,
7797,71,0,800,90,0,59.98,1,1,0,904.89
7798,71,0,1500,90,0,43.58,0,,,
7799,71,0,200,23,0,43.63,0,,,
7800,71,0,800,87,5000,38.63,0,,,
7801,71,0,1400,90,0,51.75,1,1,0,1583.56
7802,71,0,1500,88,0,59.17,1,1,0,1692.03
7803,71,0,1400,88,0,44.47,0,,,
7804,71,0,1500,80,0,50.44,1,1,0,1673.60
7805,71,0,300,29,0,45.73,0,,,
7806,71,0,1400,11,0,72.04,1,1,0,1421.24
7807,71,0,300,32,0,26.44,0,,,
7808,71,0,900,77,0,40.28,0,,,
7809,71,0,300,81,850,65.52,1,1,0,335.18
7810,71,0,400,24,0,39.92,0,,,
7811,71,0,1000,86,5000,44.45,0,,,
7812,71,0,300,28,0,60.53,1,1,0,311.72
7813,71,0,1400,90,0,58.51,1,1,0,1583.56
7814,71,0,900,80,0,47.55,0,,,
7815,71,0,300,22,0,49.3,0,,,
7816,71,0,1400,76,5000,70.25,1,1,0,1553.50
7817,71,0,900,81,0,43.36,0,,,
7818,71,0,400,17,1500,66.27,1,1,0,409.42
7819,71,0,300,33,0,71.28,1,1,0,313.86
7820,71,0,1300,33,0,48.46,0,,,
7821,71,0,900,28,0,45.18,0,,,
7822,71,0,900,88,0,39.14,0,,,
7823,71,0,400,75,0,65.58,1,1,0,443.25
7824,71,0,200,73,0,46.7,0,,,
7825,71,0,300,29,0,59.88,1,1,0,312.15
7826,71,0,1500,74,0,51.86,1,1,0,1659.91
7827,71,0,700,32,5000,37.14,0,,,
7828,71,0,800,30,5000,10.72,0,,,
7829,71,0,900,75,0,41.45,0,,,
7830,71,0,1500,18,0,51.34,1,1,0,1537.42
7831,71,0,1400,83,0,55.91,1,1,0,1568.46
7832,71,0,800,13,0,60.38,1,1,0,814.36
7833,71,0,1500,28,5000,28.17,0,,,
7834,71,0,1500,33,0,50.04,1,1,0,1569.32
7835,71,0,1500,84,0,62.1,1,1,0,1682.79
7836,71,0,300,77,2000,28.8,0,,,
7837,71,0,1500,82,0,57.01,1,1,0,1678.19
7838,71,0,1500,32,0,49.81,0,,,
7839,71,0,1400,76,0,48.65,0,,,
7840,71,0,1400,23,0,54.49,1,1,0,1444.78
7841,71,0,1400,29,600,43.33,0,,,
7842,71,0,1000,25,0,55.36,1,1,0,1034.82
7843,71,0,300,78,5000,43.13,0,,,
7844,71,0,1000,86,0,75.97,1,1,0,1124.94
7845,71,0,1400,85,0,60.22,1,1,0,1572.76
7846,71,0,1500,74,0,56.03,1,1,0,1659.91
7847,71,0,900,38,5000,52.6,1,1,1,0.00
7848,71,0,1200,72,0,64.64,1,1,0,1324.30
7849,71,0,1500,90,0,81.55,1,1,0,1696.67
7850,71,0,1500,88,0,26.69,0,,,
7851,71,0,1500,24,5000,23.19,0,,,
7852,71,0,900,80,5000,63.78,1,1,1,0.00
7853,71,0,400,25,5000,32.79,0,,,
7854,71,0,1500,87,1100,39.26,0,,,
7855,71,0,900,27,0,60.56,1,1,0,933.89
7856,71,0,1100,90,0,61.36,1,1,0,1244.23
7857,71,0,900,26,0,58.7,1,1,0,932.61
7858,71,0,400,73,0,60.92,1,1,0,442.04
7859,71,0,300,19,850,52.95,1,1,0,307.91
7860,71,0,1500,86,3000,37.64,0,,,
7861,71,0,1500,23,800,38.48,0,,,
7862,71,0,800,87,0,51.12,1,1,0,901.18
7863,71,0,1200,77,3000,38.49,0,,,
7864,71,0,1400,69,5000,24.57,0,,,
7865,71,0,1400,5,5000,36.33,0,,,
7866,71,0,1500,30,5000,74.32,1,1,0,1562.88
7867,71,0,200,78,5000,43.2,0,,,
7868,71,1,800,9,0,58.81,1,1,0,809.92
7869,71,1,4500,87,0,48.87,0,,,
7870,71,1,400,27,0,67.1,1,1,0,415.06
7871,71,1,100,82,5000,77.53,1,1,0,111.88
7872,71,1,400,25,0,58.87,1,1,0,413.93
7873,71,1,200,22,0,62.7,1,1,0,206.11
7874,71,1,300,23,5000,65.57,1,1,0,309.60
7875,71,1,2100,23,5000,56.39,1,1,0,2167.17
7876,71,1,100,26,0,46.8,0,,,
7877,71,1,1100,32,0,46.13,0,,,
7878,71,1,1000,28,150,79.71,1,1,0,1039.07
7879,71,1,2400,44,0,55.53,1,1,0,2549.00
7880,71,1,1500,89,0,75.82,1,1,0,1694.35
7881,71,1,1900,76,2000,63.37,1,1,0,2108.32
7882,71,1,100,16,0,61.44,1,1,0,102.21
7883,71,1,1800,83,0,59.36,1,1,0,2016.59
7884,71,1,1500,86,0,76.15,1,1,0,1687.41
7885,71,1,1000,26,0,56.61,1,1,0,1036.23
7886,71,1,100,18,250,43.48,0,,,
7887,71,1,900,21,0,56.74,1,1,0,926.25
7888,71,1,3200,18,0,72.4,1,1,0,3279.83
7889,71,1,1000,24,0,45.42,0,,,
7890,72,0,1500,69,0,55.12,1,1,0,1648.59
7891,72,0,300,82,0,46.56,0,,,
7892,72,0,300,9,5000,29.95,0,,,
7893,72,0,400,26,0,60.76,1,1,0,414.49
7894,72,0,300,15,0,69.94,1,1,0,306.22
7895,72,0,1500,27,0,50.18,1,1,0,1556.48
7896,72,0,900,90,0,46.64,0,,,
7897,72,0,1500,90,0,47.76,0,,,
7898,72,0,1400,75,0,30.89,0,,,
7899,72,0,900,28,300,38.89,0,,,
7900,72,0,1300,32,0,65.35,1,1,0,1358.21
7901,72,0,400,30,0,58.35,1,1,0,416.77
7902,72,0,1400,39,0,37.65,0,,,
7903,72,0,900,85,0,63.16,1,1,0,1011.06
7904,72,0,1300,90,3000,31.79,0,,,
7905,72,0,900,88,0,59.21,1,1,0,1015.22
7906,72,0,700,25,0,52.16,1,1,0,724.37
7907,72,0,1500,77,0,62.27,1,1,0,1666.74
7908,72,0,200,14,0,72.03,1,1,0,203.87
7909,72,0,1500,85,5000,41.51,0,,,
7910,72,0,1000,83,0,61.24,1,1,0,1120.33
7911,72,0,1500,35,0,49.57,0,,,
7912,72,0,1000,29,0,54.23,1,1,0,1040.50
7913,72,0,1000,34,5000,47.73,0,,,
7914,72,0,1500,40,0,49.53,0,,,
7915,72,0,500,90,0,60.48,1,1,0,565.56
7916,72,0,800,77,0,52.71,1,1,0,888.93
7917,72,0,1400,77,0,72.34,1,1,0,1555.63
7918,72,0,800,74,0,32.54,0,,,
7919,72,0,1400,27,0,60.07,1,1,0,1452.71
7920,72,0,400,69,0,46.81,0,,,
7921,72,0,900,90,2000,44.96,0,,,
7922,72,0,1400,77,0,41.83,0,,,
7923,72,0,1500,80,5000,42.29,0,,,
7924,72,0,1300,83,0,60.62,1,1,0,1456.43
7925,72,0,100,30,0,73.62,1,1,0,104.19
7926,72,0,100,34,0,36.28,0,,,
7927,72,0,900,35,5000,26.82,0,,,
7928,72,0,1500,23,0,54.8,1,1,0,1547.98
7929,72,0,1500,82,5000,60.93,1,1,0,1678.19
7930,72,0,1200,40,1000,74.01,1,1,0,1267.54
7931,72,0,800,90,0,53.02,1,1,0,904.89
7932,72,0,800,86,0,48.97,0,,,
7933,72,0,900,81,5000,55.61,1,1,1,0.00
7934,72,0,1500,23,3000,50.68,1,1,1,0.00
7935,72,0,1500,90,5000,46.84,0,,,
7936,72,0,1500,86,0,46.79,0,,,
7937,72,0,1500,40,3000,43.53,0,,,
7938,72,0,1500,77,5000,40.1,0,,,
7939,72,0,1500,75,0,41.59,0,,,
7940,72,0,1500,34,0,57.56,1,1,0,1571.47
7941,72,0,800,75,0,61.29,1,1,0,886.50
7942,72,0,1000,25,0,74.21,1,1,0,1034.82
7943,72,0,1000,87,0,63.25,1,1,0,1126.48
7944,72,0,600,34,0,39.15,0,,,
7945,72,0,1200,16,0,70.96,1,1,0,1226.57
7946,72,0,1400,30,0,64.59,1,1,0,1458.69
7947,72,0,300,84,0,47.3,0,,,
7948,72,0,300,16,0,45.52,0,,,
7949,72,0,800,71,5000,18.01,0,,,
7950,72,0,900,22,0,34.42,0,,,
7951,72,0,1000,90,0,55.75,1,1,0,1131.11
7952,72,0,300,24,0,56.98,1,1,0,310.02
7953,72,0,600,45,5000,35.55,0,,,
7954,72,0,1500,76,0,42.94,0,,,
7955,72,0,400,35,0,73.22,1,1,0,419.63
7956,72,0,1500,30,300,33.99,0,,,
7957,72,0,1400,79,0,62.12,1,1,0,1559.89
7958,72,0,1500,20,2000,33.89,0,,,
7959,72,0,1400,81,200,40.85,0,,,
7960,72,0,300,27,1500,53.17,1,1,0,311.30
7961,72,0,100,14,5000,26,0,,,
7962,72,0,800,83,0,53.87,1,1,0,896.26
7963,72,0,300,32,5000,23.76,0,,,
7964,72,0,1500,27,5000,52.82,1,1,1,0.00
7965,72,0,1400,28,3000,13.94,0,,,
7966,72,0,300,85,2000,39.02,0,,,
7967,72,0,1500,81,0,45.56,0,,,
7968,72,0,900,86,0,32.29,0,,,
7969,72,0,300,23,0,50.24,1,1,0,309.60
7970,72,0,1500,85,750,55.62,1,1,0,1685.10
7971,72,0,1500,81,0,52.56,1,1,0,1675.90
7972,72,0,1500,90,0,60.43,1,1,0,1696.67
7973,72,0,1400,80,1500,43.22,0,,,
7974,72,0,800,30,0,47.24,0,,,
7975,72,0,1500,27,0,60.45,1,1,0,1556.48
7976,72,0,1000,79,300,35.82,0,,,
7977,72,0,1300,72,0,58.23,1,1,0,1434.66
7978,72,0,1500,90,0,58.62,1,1,0,1696.67
7979,72,0,300,34,0,58.37,1,1,0,314.29
7980,72,0,1500,85,3000,44.6,0,,,
7981,72,0,400,26,0,41.1,0,,,
7982,72,0,1400,90,5000,50.81,1,1,1,0.00
7983,72,0,1500,25,5000,35.16,0,,,
7984,72,0,300,64,0,49.54,0,,,
7985,72,0,1400,87,0,58.5,1,1,0,1577.07
7986,72,0,1500,85,850,53.76,1,1,0,1685.10
7987,72,0,1500,81,0,50.23,1,1,0,1675.90
7988,72,0,1400,81,0,47.9,0,,,
7989,72,0,800,85,0,44.68,0,,,
7990,72,0,900,75,5000,48.69,0,,,
7991,72,0,900,77,0,37.69,0,,,
7992,72,0,1500,87,0,65.64,1,1,0,1689.72
7993,72,0,1500,28,0,50.32,1,1,0,1558.61
7994,72,0,1500,33,0,54.57,1,1,0,1569.32
7995,72,0,1500,87,0,26.28,0,,,
7996,72,0,1500,27,0,53.74,1,1,0,1556.48
7997,72,0,1400,75,3000,62.17,1,1,1,0.00
7998,72,0,1400,90,0,50.98,1,1,0,1583.56
7999,72,0,900,76,5000,50.11,1,1,0,998.68
8000,72,0,900,37,0,56.07,1,1,0,946.76
8001,72,0,1000,30,1500,64.44,1,1,0,1041.92
8002,72,0,1500,26,0,27.77,0,,,
8003,72,0,1500,69,0,64.58,1,1,0,1648.59
8004,72,0,1300,15,5000,48.6,0,,,
8005,72,0,1500,79,0,51.62,1,1,0,1671.31
8006,72,0,1500,29,5000,28.53,0,,,
8007,72,0,1400,34,550,55.57,1,1,0,1466.70
8008,72,0,1200,29,0,61.75,1,1,0,1248.60
8009,72,0,900,85,0,61.86,1,1,0,1011.06
8010,72,0,800,74,0,41.4,0,,,
8011,72,0,1400,88,250,36.35,0,,,
8012,72,0,200,18,0,34.71,0,,,
8013,72,0,1500,82,0,55.27,1,1,0,1678.19
8014,72,0,1500,79,0,38.06,0,,,
8015,72,0,400,22,5000,43.78,0,,,
8016,72,0,900,90,0,73.09,1,1,0,1018.00
8017,72,0,400,73,300,56.24,1,1,1,0.00
8018,72,0,800,78,0,45.64,0,,,
8019,72,0,1500,38,0,67.94,1,1,0,1580.09
8020,72,0,1500,89,0,52.58,1,1,0,1694.35
8021,72,0,900,84,1100,53.98,1,1,0,1009.68
8022,72,0,800,84,0,72.12,1,1,0,897.49
8023,72,0,100,34,0,49.92,0,,,
8024,72,0,800,29,0,62.11,1,1,0,832.40
8025,72,0,200,72,0,47.64,0,,,
8026,72,0,400,28,0,69.2,1,1,0,415.63
8027,72,0,1300,86,5000,32.76,0,,,
8028,72,0,1500,88,0,51.54,1,1,0,1692.03
8029,72,0,1500,87,0,49.36,0,,,
8030,72,1,900,18,0,58.15,1,1,0,922.45
8031,72,1,800,90,0,61.87,1,1,0,904.89
8032,72,1,1300,35,0,56.16,1,1,0,1363.80
8033,72,1,3400,39,0,50.93,1,1,0,3586.45
8034,72,1,100,24,5000,60.48,1,1,0,103.34
8035,72,1,2100,90,0,61.99,1,1,0,2375.34
8036,72,1,1000,85,0,65.77,1,1,0,1123.40
8037,72,1,300,28,0,55.31,1,1,0,311.72
8038,72,1,200,25,0,50.97,1,1,0,206.96
8039,72,1,5000,87,5000,63.86,1,1,1,0.00
8040,72,1,400,14,5000,73.28,1,1,0,407.74
8041,72,1,100,88,5000,46.08,0,,,
8042,72,1,1400,28,0,66.27,1,1,0,1454.70
8043,72,1,1400,13,0,53.44,1,1,0,1425.14
8044,72,1,100,82,0,69.47,1,1,0,111.88
8045,72,1,1900,90,0,70.66,1,1,0,2149.12
8046,72,1,800,82,0,56.35,1,1,0,895.04
8047,73,0,700,82,0,51.53,1,1,0,783.16
8048,73,0,1400,20,0,32.58,0,,,
8049,73,0,1400,30,5000,70.39,1,1,0,1458.69
8050,73,0,900,90,5000,18.27,0,,,
8051,73,0,1500,24,0,49.3,0,,,
8052,73,0,300,77,0,58.64,1,1,0,333.35
8053,73,0,1500,81,0,59.79,1,1,0,1675.90
8054,73,0,1400,74,0,64.84,1,1,0,1549.25
8055,73,0,300,78,0,50.28,1,1,0,333.81
8056,73,0,200,24,0,53.69,1,1,0,206.68
8057,73,0,1500,75,0,62.71,1,1,0,1662.19
8058,73,0,1300,83,0,51.48,1,1,0,1456.43
8059,73,0,300,31,0,48.14,0,,,
8060,73,0,500,68,0,30.55,0,,,
8061,73,0,200,27,0,72.46,1,1,0,207.53
8062,73,0,500,18,0,50.15,1,1,0,512.47
8063,73,0,300,84,0,47.41,0,,,
8064,73,0,1300,27,0,71.48,1,1,0,1348.95
8065,73,0,800,68,0,61.8,1,1,0,878.05
8066,73,0,1500,30,0,49.04,0,,,
8067,73,0,900,45,700,56.19,1,1,0,957.18
8068,73,0,1000,24,0,58.29,1,1,0,1033.40
8069,73,0,1400,90,0,35.71,0,,,
8070,73,0,1000,24,0,55.83,1,1,0,1033.40
8071,73,0,1000,68,0,58.87,1,1,0,1097.56
8072,73,0,400,77,0,52.49,1,1,0,444.47
8073,73,0,1400,81,0,42.02,0,,,
8074,73,0,500,37,0,50.54,1,1,0,525.98
8075,73,0,1500,78,5000,16.36,0,,,
8076,73,0,1300,29,0,42.6,0,,,
8077,73,0,400,71,0,53.62,1,1,0,440.83
8078,73,0,1500,88,3000,35.92,0,,,
8079,73,0,1300,86,0,59.96,1,1,0,1462.42
8080,73,0,1500,81,2000,64.73,1,1,1,0.00
8081,73,0,1000,19,0,39,0,,,
8082,73,0,1500,78,550,55.26,1,1,0,1669.03
8083,73,0,200,35,5000,48.69,0,,,
8084,73,0,200,89,0,59.38,1,1,0,225.91
8085,73,0,900,28,0,60.48,1,1,0,935.17
8086,73,0,1400,90,5000,48.95,0,,,
8087,73,0,400,31,0,59.09,1,1,0,417.34
8088,73,0,300,26,1500,54.89,1,1,0,310.87
8089,73,0,400,85,0,53.63,1,1,0,449.36
8090,73,0,1500,80,3000,31.67,0,,,
8091,73,0,700,78,0,60.91,1,1,0,778.88
8092,73,0,1400,29,0,44.93,0,,,
8093,73,0,1300,90,0,58.09,1,1,0,1470.45
8094,73,0,400,78,0,47.08,0,,,
8095,73,0,1500,87,0,40.34,0,,,
8096,73,0,1000,90,0,41.49,0,,,
8097,73,0,1500,87,0,44.77,0,,,
8098,73,0,400,25,5000,25.9,0,,,
8099,73,0,400,23,0,64.06,1,1,0,412.79
8100,73,0,1500,86,0,34.75,0,,,
8101,73,0,1500,29,5000,35.02,0,,,
8102,73,0,200,28,5000,40.23,0,,,
8103,73,0,800,36,0,53.62,1,1,0,840.41
8104,73,0,1400,40,5000,28.71,0,,,
8105,73,0,400,83,0,35.16,0,,,
8106,73,0,1200,40,0,65.3,1,1,0,1267.54
8107,73,0,1400,90,5000,38.51,0,,,
8108,73,0,300,88,2000,31.21,0,,,
8109,73,0,500,33,0,41.22,0,,,
8110,73,0,400,25,0,63.68,1,1,0,413.93
8111,73,0,1500,27,0,46.23,0,,,
8112,73,0,1500,25,5000,49.14,0,,,
8113,73,0,400,75,1500,53.69,1,1,0,443.25
8114,73,0,1400,23,3000,31.28,0,,,
8115,73,0,1400,77,2000,53.63,1,1,0,1555.63
8116,73,0,700,78,0,51.82,1,1,0,778.88
8117,73,0,1500,80,0,49.54,0,,,
8118,73,0,400,80,0,72.55,1,1,0,446.29
8119,73,0,1000,80,0,50.86,1,1,0,1115.74
8120,73,0,200,26,0,47.77,0,,,
8121,73,0,1000,25,0,57.85,1,1,0,1034.82
8122,73,0,1400,90,0,60.11,1,1,0,1583.56
8123,73,0,200,23,0,37.51,0,,,
8124,73,0,1000,23,5000,49.7,0,,,
8125,73,0,1500,85,0,43.71,0,,,
8126,73,0,1500,32,0,48.96,0,,,
8127,73,0,300,90,950,51.99,1,1,0,339.33
8128,73,0,800,86,0,53.93,1,1,0,899.95
8129,73,0,1500,75,0,39.51,0,,,
8130,73,0,1500,90,3000,41.83,0,,,
8131,73,0,1400,87,0,40.62,0,,,
8132,73,0,900,40,0,47.39,0,,,
8133,73,0,800,34,1500,56.38,1,1,1,0.00
8134,73,0,1400,29,3000,43.14,0,,,
8135,73,0,500,75,0,53.58,1,1,0,554.06
8136,73,0,900,69,5000,43.94,0,,,
8137,73,0,1000,36,0,51.51,1,1,0,1050.52
8138,73,0,1500,90,0,70.83,1,1,0,1696.67
8139,73,0,400,84,0,49.45,0,,,
8140,73,0,1000,18,5000,53.73,1,1,1,0.00
8141,73,0,100,78,0,51.4,1,1,0,111.27
8142,73,0,1400,88,5000,48.56,0,,,
8143,73,0,500,27,0,51.25,1,1,0,518.83
8144,73,0,200,86,0,51.75,1,1,0,224.99
8145,73,0,900,83,0,59.3,1,1,0,1008.29
8146,73,0,1500,73,0,65.98,1,1,0,1657.64
8147,73,0,1500,86,450,51.84,1,1,0,1687.41
8148,73,0,400,18,1500,44.27,0,,,
8149,73,0,1300,86,0,54.16,1,1,0,1462.42
8150,73,0,1400,44,0,50.03,1,1,0,1486.92
8151,73,0,1400,85,0,36.84,0,,,
8152,73,0,1100,27,0,69.85,1,1,0,1141.42
8153,73,0,400,24,0,44.42,0,,,
8154,73,0,300,33,0,48.75,0,,,
8155,73,0,200,22,1150,73.14,1,1,0,206.11
8156,73,0,1000,30,0,62.48,1,1,0,1041.92
8157,73,0,1000,27,0,52.39,1,1,0,1037.65
8158,73,0,900,37,0,60.52,1,1,0,946.76
8159,73,0,1400,87,5000,29.86,0,,,
8160,73,0,1500,86,5000,21.16,0,,,
8161,73,0,1400,90,0,38.67,0,,,
8162,73,0,1500,22,0,50.86,1,1,0,1545.86
8163,73,0,800,28,0,36.05,0,,,
8164,73,0,1000,73,0,58.85,1,1,0,1105.10
8165,73,0,1500,80,0,53.62,1,1,0,1673.60
8166,73,0,1100,78,0,54.24,1,1,0,1223.95
8167,73,0,200,29,1150,62.01,1,1,0,208.10
8168,73,0,300,33,0,27.85,0,,,
8169,73,0,1400,86,5000,66.41,1,1,1,0.00
8170,73,0,300,23,2000,43.28,0,,,
8171,73,0,200,82,0,58.54,1,1,0,223.76
8172,73,0,400,86,0,76.28,1,1,0,449.98
8173,73,0,1500,32,5000,45.95,0,,,
8174,73,0,1500,84,0,35.48,0,,,
8175,73,0,800,30,3000,34.19,0,,,
8176,73,0,1400,86,0,36.74,0,,,
8177,73,0,1500,81,0,69.39,1,1,0,1675.90
8178,73,0,1500,21,0,40.86,0,,,
8179,73,0,300,28,0,60.49,1,1,0,311.72
8180,73,0,1000,38,0,50.39,1,1,0,1053.40
8181,73,0,900,29,1500,36.78,0,,,
8182,73,0,900,70,3000,29.31,0,,,
8183,73,0,200,20,0,57.73,1,1,0,205.55
8184,73,0,500,67,0,53.2,1,1,0,548.03
8185,73,0,1500,86,0,48.63,0,,,
8186,73,0,1400,90,0,54.61,1,1,0,1583.56
8187,73,0,400,23,800,48.94,0,,,
8188,73,0,1400,34,0,63.3,1,1,0,1466.70
8189,73,0,1400,32,150,32.05,0,,,
8190,73,0,300,26,3000,42.87,0,,,
8191,73,0,1500,90,2000,38.12,0,,,
8192,73,0,1400,29,0,46.99,0,,,
8193,73,0,1000,35,0,55.98,1,1,0,1049.08
8194,73,0,1300,22,0,53.87,1,1,0,1339.75
8195,73,0,1500,71,800,68.36,1,1,0,1653.11
8196,73,0,1500,67,0,59.37,1,1,0,1644.08
8197,73,0,1500,31,0,43.37,0,,,
8198,73,0,800,81,0,53.66,1,1,0,893.81
8199,73,0,1400,37,0,46.94,0,,,
8200,73,0,1500,90,0,65.18,1,1,0,1696.67
8201,73,0,800,75,3000,36.36,0,,,
8202,73,0,1500,75,0,54.9,1,1,0,1662.19
8203,73,0,1500,34,0,65.22,1,1,0,1571.47
8204,73,0,1500,90,0,65.94,1,1,0,1696.67
8205,73,0,800,30,1500,53.36,1,1,0,833.54
8206,73,0,1500,90,5000,70.53,1,1,0,1696.67
8207,73,0,900,75,0,72.15,1,1,0,997.31
8208,73,0,1500,33,5000,29.52,0,,,
8209,73,0,800,85,3000,31.52,0,,,
8210,73,0,1400,88,0,31.46,0,,,
8211,73,0,1500,90,950,60.18,1,1,0,1696.67
8212,73,0,1300,88,550,50.41,1,1,0,1466.43
8213,73,0,1000,33,0,71.26,1,1,0,1046.21
8214,73,0,900,85,0,46.7,0,,,
8215,73,0,1500,25,3000,30.49,0,,,
8216,73,0,1500,75,0,45.93,0,,,
8217,73,0,1400,86,5000,32.49,0,,,
8218,73,0,900,34,0,69.93,1,1,0,942.88
8219,73,0,500,78,5000,72.73,1,1,0,556.34
8220,73,0,1400,29,1500,50.98,1,1,0,1456.70
8221,73,0,100,22,0,50,0,,,
8222,73,0,1400,39,0,49.67,0,,,
8223,73,0,1500,85,0,60.22,1,1,0,1685.10
8224,73,0,1400,31,0,63.83,1,1,0,1460.69
8225,73,0,500,24,0,41.97,0,,,
8226,73,0,200,31,0,47.45,0,,,
8227,73,0,600,75,5000,26.18,0,,,
8228,73,0,1500,28,0,52.17,1,1,0,1558.61
8229,73,0,800,78,0,53.28,1,1,0,890.15
8230,73,0,900,76,5000,46.25,0,,,
8231,73,0,300,29,0,60.91,1,1,0,312.15
8232,73,0,1500,90,5000,0,0,,,
8233,73,0,1500,81,0,72.5,1,1,0,1675.90
8234,73,0,900,82,0,42.99,0,,,
8235,73,0,1500,26,0,44.85,0,,,
8236,73,0,300,84,100,42.97,0,,,
8237,73,0,1500,90,0,67.45,1,1,0,1696.67
8238,73,0,400,23,0,53.56,1,1,0,412.79
8239,73,0,1500,86,0,45.82,0,,,
8240,73,0,1400,34,0,55.22,1,1,0,1466.70
8241,73,0,1500,69,0,51.56,1,1,0,1648.59
8242,73,0,1500,89,5000,22.73,0,,,
8243,73,0,300,23,0,56.76,1,1,0,309.60
8244,73,0,1000,15,450,66.57,1,1,0,1020.75
8245,73,0,1500,90,0,56.71,1,1,0,1696.67
8246,73,0,400,75,5000,49.54,0,,,
8247,73,1,1200,33,0,50.71,1,1,0,1255.45
8248,73,1,400,23,0,71.97,1,1,0,412.79
8249,73,1,600,33,0,83.23,1,1,0,627.73
8250,73,1,1000,89,0,64.29,1,1,0,1129.57
8251,73,1,700,25,0,53.1,1,1,0,724.37
8252,73,1,200,5,0,79.3,1,1,0,201.37
8253,73,1,800,88,200,54.71,1,1,0,902.42
8254,73,1,600,21,0,57.58,1,1,0,617.50
8255,73,1,1500,73,0,49.46,0,,,
8256,73,1,5000,19,0,53.08,1,1,0,5131.75
8257,73,1,1200,90,0,66.38,1,1,0,1357.34
8258,73,1,1500,90,0,74.58,1,1,0,1696.67
8259,73,1,2000,32,5000,67.47,1,1,1,0.00
8260,73,1,3000,88,0,66.5,1,1,0,3384.07
8261,73,1,400,27,0,63.52,1,1,0,415.06
8262,73,1,800,89,0,69.92,1,1,0,903.65
8263,73,1,1300,75,5000,63.61,1,1,1,0.00
8264,73,1,1500,80,0,49.89,0,,,
8265,73,1,1900,77,0,62.45,1,1,0,2111.21
8266,73,1,1800,90,5000,52.83,1,1,1,0.00
8267,73,1,1100,90,0,63.79,1,1,0,1244.23
8268,73,1,100,81,0,62.41,1,1,0,111.73
8269,73,1,400,82,0,48.91,0,,,
8270,73,1,5000,21,5000,54.59,1,1,1,0.00
8271,74,0,1500,31,2000,52.65,1,1,1,0.00
8272,74,0,900,24,0,38.24,0,,,
8273,74,0,500,75,0,45.66,0,,,
8274,74,0,1000,27,0,63.03,1,1,0,1037.65
8275,74,0,1500,90,0,38.91,0,,,
8276,74,0,800,32,0,54.71,1,1,0,835.82
8277,74,0,500,21,3000,41.54,0,,,
8278,74,0,1500,87,0,60.98,1,1,0,1689.72
8279,74,0,400,75,0,46.62,0,,,
